Id,SalePrice
1461,209192.41856541074
1462,189857.53593954688
1463,216713.49651667857
1464,157023.58213554564
1465,279565.2798933088
1466,151670.9838376614
1467,260424.87829614815
1468,226270.91825560466
1469,154926.53234971227
1470,98996.49887359419
1471,123660.7616327336
1472,326087.9315250904
1473,118853.96352225218
1474,243970.58628557224
1475,147920.57820041472
1476,138743.01509827006
1477,152699.82197459124
1478,103614.83361405612
1479,153808.0247921095
1480,141788.10163141586
1481,311688.65517024335
1482,137753.52613590195
1483,263205.4356075374
1484,144130.4740886596
1485,146650.5560395714
1486,266371.9951276638
1487,126269.99923286388
1488,272369.9770022476
1489,163943.01111337115
1490,65069.38315676615
1491,89380.53785209949
1492,142419.7558644002
1493,206189.1854890107
1494,163298.14352348968
1495,250186.54695395916
1496,288803.17991523095
1497,150290.45913051185
1498,148721.05789017095
1499,130573.70310093876
1500,79569.54164295121
1501,153431.72271115077
1502,147843.92425191874
1503,132145.761422355
1504,125202.81999799586
1505,134194.09692584063
1506,272217.75969815045
1507,259230.70057343488
1508,269218.0391367004
1509,84549.51471351736
1510,132232.53854099763
1511,178513.10317591173
1512,133907.45660848756
1513,94497.11543943673
1514,292602.2052797048
1515,127101.89291890097
1516,170155.52435211666
1517,214066.70130145852
1518,211392.8095281561
1519,401674.0011918742
1520,118749.3279080187
1521,179025.08199612252
1522,104790.91588882117
1523,209203.16233729213
1524,158842.60063751455
1525,233565.52846794168
1526,301266.5296691513
1527,248442.2817158991
1528,214335.3616228377
1529,88994.30715292132
1530,209888.3002031396
1531,272498.92835238454
1532,112539.98240513892
1533,200183.82798282139
1534,140479.00494182363
1535,98800.10607524615
1536,96611.56401968298
1537,115210.9378859925
1538,118108.52227517574
1539,127530.90453010108
1540,109619.34009515788
1541,202061.4072587625
1542,165988.72745036372
1543,255815.55483809943
1544,125435.3680935493
1545,171222.26330752266
1546,266530.6251294727
1547,176379.59886924934
1548,161481.784062187
1549,77731.91488207481
1550,112646.84599707957
1551,96249.41864972009
1552,123647.10751666653
1553,113485.18076159703
1554,146105.48114916426
1555,198395.09558000922
1556,196230.41423556345
1557,218468.54826782166
1558,109901.79291021837
1559,83480.8318180484
1560,110361.17814591197
1561,212405.9628053443
1562,177468.8283636563
1563,124109.5425745982
1564,201877.9536728113
1565,152855.1728858326
1566,255504.88041990277
1567,90425.84728731889
1568,100691.7577459202
1569,119547.57210141936
1570,223715.47904146463
1571,156297.0263150838
1572,171614.25992156545
1573,308389.1521417229
1574,210988.90002660942
1575,205239.35069669146
1576,161264.9510874156
1577,124215.11220605149
1578,158420.95513754297
1579,304795.44633646135
1580,179501.15061507592
1581,131187.67152547033
1582,100789.07771222183
1583,147060.04210825602
1584,158182.49979968017
1585,181705.87708651577
1586,92193.02898810848
1587,129156.9334840049
1588,96281.99333880292
1589,144858.5683410711
1590,146993.55756459504
1591,217691.47404263017
1592,205626.6765733449
1593,152781.09328554515
1594,207160.14070026574
1595,181807.71860744583
1596,210772.49583339633
1597,135279.34019833745
1598,230772.41111981377
1599,242345.16706242255
1600,190679.19932266796
1601,95882.92216290609
1602,246906.50002963442
1603,133963.72674005618
1604,214802.9872787436
1605,157097.33513793733
1606,180313.2355581878
1607,103804.3805142368
1608,221512.75676091024
1609,156038.52881186522
